balloon_level,hit,dist_ft,horizontal_ft,vertical_ft,dist_score,speed_kt,speed_score,vert_fpm,vert_score,score
1,True,97.0815686,97.0815686,0.0,100.0,576.5195877,4.833905972222238,-4735.676333,45.28647333999999,68.16736019206667
