event_id,prompt_text,prompt_type,event_type,timestamp,duration,audio_path,error
voice_phrase_1,Sustained vowel 'Ah',phrase,phrase,1778865656.9205103,10.0,C:\Users\לינוי\Documents\ער FORCE\Main\sessions\1_2026-05-15_20-20-41\voice\voice_phrase_1.wav,
