timestamp_ms,timestamp_raw,Left_X,Left_Y,Right_X,Right_Y,Left_Pupil_Diameter,Right_Pupil_Diameter,Validity
0.0,4988620311632,,,,,nan,nan,invalid
8.333000183105469,4988620319965,,,,,nan,nan,invalid
16.666000366210938,4988620328298,,,,,nan,nan,invalid
24.99899959564209,4988620336631,,,,,nan,nan,invalid
33.36699962615967,4988620344999,,,,,nan,nan,invalid
41.736000061035156,4988620353368,,,,,nan,nan,invalid
50.105000495910645,4988620361737,,,,,nan,nan,invalid
58.47599983215332,4988620370108,,,,,nan,nan,invalid
66.80900001525879,4988620378441,,,,,nan,nan,invalid
75.14700031280518,4988620386779,,,,,nan,nan,invalid
83.48099994659424,4988620395113,,,,,nan,nan,invalid
91.8100004196167,4988620403442,,,,,nan,nan,invalid
100.14200019836426,4988620411774,,,,,nan,nan,invalid
108.47399997711182,4988620420106,,,,,nan,nan,invalid
116.80399990081787,4988620428436,,,,,nan,nan,invalid
125.13599967956543,4988620436768,,,,,nan,nan,invalid
133.4680004119873,4988620445100,,,,,nan,nan,invalid
141.80099964141846,4988620453433,,,,,nan,nan,invalid
150.13300037384033,4988620461765,,,,,nan,nan,invalid
158.46599960327148,4988620470098,,,,,nan,nan,invalid
166.79800033569336,4988620478430,,,,,nan,nan,invalid
175.13199996948242,4988620486764,,,,,nan,nan,invalid
183.46399974822998,4988620495096,,,,,nan,nan,invalid
191.79800033569336,4988620503430,,,,,nan,nan,invalid
200.128999710083,4988620511761,,,,,nan,nan,invalid
208.46599960327148,4988620520098,,,,,nan,nan,invalid
216.79699993133545,4988620528429,,,,,nan,nan,invalid
225.128999710083,4988620536761,,,,,nan,nan,invalid
233.46000003814697,4988620545092,,,,,nan,nan,invalid
241.79100036621094,4988620553423,,,,,nan,nan,invalid
250.125,4988620561757,,,,,nan,nan,invalid
258.45800018310547,4988620570090,,,,,nan,nan,invalid
266.79100036621094,4988620578423,,,,,nan,nan,invalid
275.1230001449585,4988620586755,,,,,nan,nan,invalid
283.45600032806396,4988620595088,,,,,nan,nan,invalid
291.7880001068115,4988620603420,,,,,nan,nan,invalid
300.121000289917,4988620611753,,,,,nan,nan,invalid
308.45400047302246,4988620620086,,,,,nan,nan,invalid
316.79199981689453,4988620628424,,,,,nan,nan,invalid
325.1309995651245,4988620636763,,,,,nan,nan,invalid
333.4709997177124,4988620645103,,,,,nan,nan,invalid
341.8109998703003,4988620653443,,,,,nan,nan,invalid
350.1490001678467,4988620661781,,,,,nan,nan,invalid
358.48799991607666,4988620670120,,,,,nan,nan,invalid
366.82100009918213,4988620678453,,,,,nan,nan,invalid
375.1549997329712,4988620686787,,,,,nan,nan,invalid
383.48799991607666,4988620695120,,,,,nan,nan,invalid
391.82200050354004,4988620703454,,,,,nan,nan,invalid
400.1549997329712,4988620711787,,,,,nan,nan,invalid
408.48700046539307,4988620720119,,,,,nan,nan,invalid
416.82100009918213,4988620728453,,,,,nan,nan,invalid
425.1540002822876,4988620736786,,,,,nan,nan,invalid
433.48700046539307,4988620745119,,,,,nan,nan,invalid
