fixation_duration,fixation_count,saccade_count,analysis_total_duration,analysis_fixations_per_minute,analysis_saccades_per_minute,analysis_fixation_duration_per_minute,analysis_mean_fixation_duration,analysis_mean_saccade_velocity
49.22138572606021,146.87142902103173,96.88900553219894,79.02761300001293,146.87142902103173,96.88900553219894,49.22138572606021,0.0,0.0
