Time,axis0_aileron,axis1_elevator,axis2_throttle_all,axis3_rudder,indicated-altitude-ft,indicated-speed-kt,indicated-speed-fpm,indicated-track-magnetic-deg,indicated-heading-deg,airspeed-kt,groundspeed-kt,altitude-agl-ft,altitude-ft,latitude-deg,longitude-deg,balloon-lat,balloon-lon,balloon-alt,balloon-level,balloon-hit
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
0.791667,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,0,0,-0,0,270.05,0,0,5.170131667,35.1607819,19.72137997,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
1.10833,-6.127567396e-05,6.127567396e-05,0,-0.007827877998,35.91199501,0,1363.51839,350.4941443,270.1371573,3.024373609,0.0002225823684,5.169929951,35.16060323,19.72137998,-155.0578101,,,,,
