balloon_level,hit,dist_ft,horizontal_ft,vertical_ft,dist_score,speed_kt,speed_score,vert_fpm,vert_score,score
1,True,22.87900406,22.87900406,0.0,100.0,454.5717158,48.01627194444443,297.9861994,100.0,84.40488158333334
2,False,246.0668111,246.0668111,0.0,78.65181975555555,503.3872839,100.0,7817.998874,0.0,16.292145580444444
