Time,axis0_aileron,axis1_elevator,axis2_throttle_all,axis3_rudder,indicated-altitude-ft,indicated-speed-kt,indicated-speed-fpm,indicated-track-magnetic-deg,indicated-heading-deg,airspeed-kt,groundspeed-kt,altitude-agl-ft,altitude-ft,latitude-deg,longitude-deg,balloon-lat,balloon-lon,balloon-alt,balloon-level,balloon-hit,balloons-count,balloon-scoring-closest-ft
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
0.7,-6.127567396e-05,6.127567396e-05,0,0.07145799696,0,0,-0,0,270.05,0,0,5.170131204,35.16078145,19.72137997,-155.0578101,,,,,,,
1,-6.127567396e-05,6.127567396e-05,0,0.07145799696,35.80171702,0,1461.806962,350.4941235,270.0844016,3.024439597,0.0003136407122,5.169936267,35.16060696,19.72137998,-155.0578101,,,,,,,
