fixation_duration,fixation_count,saccade_count,analysis_total_duration,analysis_fixations_per_minute,analysis_saccades_per_minute,analysis_fixation_duration_per_minute,analysis_mean_fixation_duration,analysis_mean_saccade_velocity
47.65012627245115,160.5665101593012,111.90999192920992,86.38617100007832,160.5665101593012,111.90999192920992,47.65012627245115,0.0,0.0
