Time,axis0_aileron,axis1_elevator,axis2_throttle_all,axis3_rudder,indicated-altitude-ft,indicated-speed-kt,indicated-speed-fpm,indicated-track-magnetic-deg,indicated-heading-deg,airspeed-kt,groundspeed-kt,altitude-agl-ft,altitude-ft,latitude-deg,longitude-deg,balloon-lat,balloon-lon,balloon-alt,balloon-level,balloon-hit,balloons-count,balloon-scoring-closest-ft
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
0.783333,0,0,0,0,0,0,-0,0,270.05,0,0,5.170131713,35.16078195,19.72137997,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.04167,0,0,0,0,35.90533509,0,1372.476173,350.4941235,270.1304912,3.02437906,0.0001934074476,5.169930367,35.16060345,19.72137998,-155.0578101,,,,,,,
1.26667,0,0,0,0,30.42071137,3.610035161,683.5165837,350.4941235,270.7217959,2.948918126,0.0004924826415,5.169929444,35.16060676,19.72137998,-155.0578101,,,,,,,
