balloon_level,hit,dist_ft,horizontal_ft,vertical_ft,dist_score,speed_kt,speed_score,vert_fpm,vert_score,score
1,True,15.0274893,15.0274893,0.0,100.0,576.2302161,5.235810972222213,-1796.925226,100.0,71.57074329166666
2,False,674.3040968,674.3040968,0.0,0.0,616.4458407,0.0,1368.880921,100.0,2.0
3,True,36.73444941,36.73444941,0.0,100.0,612.9181993,0.0,-3180.27556,76.3944888,68.583669328
