balloon_level,hit,dist_ft,horizontal_ft,vertical_ft,dist_score,speed_kt,speed_score,vert_fpm,vert_score,score
1,True,69.90143899,69.90143899,0.0,100.0,519.6724577,83.78825319444445,1874.744564,100.0,95.13647595833334
2,False,798.117403,798.117403,0.0,0.0,538.8224161,57.19108874999992,8934.862265,0.0,5.719108874999992
