fixation_duration,fixation_count,saccade_count,analysis_total_duration,analysis_fixations_per_minute,analysis_saccades_per_minute,analysis_fixation_duration_per_minute,analysis_mean_fixation_duration,analysis_mean_saccade_velocity
46.50406152698071,157.21365707415126,95.3966365741209,80.44430699944496,157.21365707415126,95.3966365741209,46.50406152698071,0.0,0.0
