fixation_duration,fixation_count,saccade_count,analysis_total_duration,analysis_fixations_per_minute,analysis_saccades_per_minute,analysis_fixation_duration_per_minute,analysis_mean_fixation_duration,analysis_mean_saccade_velocity
42.39544215322881,117.87668418664911,72.89742311542774,80.36924699973315,117.87668418664911,72.89742311542774,42.39544215322881,0.0,0.0
