timestamp_ms,timestamp_raw,Left_X,Left_Y,Right_X,Right_Y,Left_Pupil_Diameter,Right_Pupil_Diameter,Validity
0.0,4985231655874,,,,,nan,nan,invalid
8.337000846862793,4985231664211,,,,,nan,nan,invalid
16.675000190734863,4985231672549,,,,,nan,nan,invalid
25.010000228881836,4985231680884,,,,,nan,nan,invalid
33.38000011444092,4985231689254,,,,,nan,nan,invalid
41.749000549316406,4985231697623,,,,,nan,nan,invalid
50.116000175476074,4985231705990,,,,,nan,nan,invalid
58.486000061035156,4985231714360,,,,,nan,nan,invalid
66.82000064849854,4985231722694,,,,,nan,nan,invalid
75.153000831604,4985231731027,,,,,nan,nan,invalid
83.48800086975098,4985231739362,,,,,nan,nan,invalid
91.82200050354004,4985231747696,,,,,nan,nan,invalid
100.1540002822876,4985231756028,,,,,nan,nan,invalid
108.48000049591064,4985231764354,,,,,nan,nan,invalid
116.80700016021729,4985231772681,,,,,nan,nan,invalid
125.13199996948242,4985231781006,,,,,nan,nan,invalid
133.45700073242188,4985231789331,,,,,nan,nan,invalid
141.782000541687,4985231797656,,,,,nan,nan,invalid
150.11300086975098,4985231805987,,,,,nan,nan,invalid
158.44600009918213,4985231814320,,,,,nan,nan,invalid
166.7790002822876,4985231822653,,,,,nan,nan,invalid
175.11200046539307,4985231830986,,,,,nan,nan,invalid
183.44400024414062,4985231839318,,,,,nan,nan,invalid
191.7770004272461,4985231847651,,,,,nan,nan,invalid
200.11100006103516,4985231855985,,,,,nan,nan,invalid
208.44700050354004,4985231864321,,,,,nan,nan,invalid
216.78500080108643,4985231872659,,,,,nan,nan,invalid
225.1220006942749,4985231880996,,,,,nan,nan,invalid
233.46000003814697,4985231889334,,,,,nan,nan,invalid
241.79699993133545,4985231897671,,,,,nan,nan,invalid
250.13300037384033,4985231906007,,,,,nan,nan,invalid
258.4670000076294,4985231914341,,,,,nan,nan,invalid
266.79900074005127,4985231922673,,,,,nan,nan,invalid
275.13300037384033,4985231931007,,,,,nan,nan,invalid
283.4710006713867,4985231939345,,,,,nan,nan,invalid
291.8050003051758,4985231947679,,,,,nan,nan,invalid
300.13800048828125,4985231956012,,,,,nan,nan,invalid
308.4710006713867,4985231964345,,,,,nan,nan,invalid
316.8040008544922,4985231972678,,,,,nan,nan,invalid
325.13700008392334,4985231981011,,,,,nan,nan,invalid
333.4690008163452,4985231989343,,,,,nan,nan,invalid
341.8030004501343,4985231997677,,,,,nan,nan,invalid
350.13600063323975,4985232006010,,,,,nan,nan,invalid
358.4700002670288,4985232014344,,,,,nan,nan,invalid
366.8040008544922,4985232022678,,,,,nan,nan,invalid
375.13700008392334,4985232031011,,,,,nan,nan,invalid
383.4700002670288,4985232039344,,,,,nan,nan,invalid
391.8030004501343,4985232047677,,,,,nan,nan,invalid
400.13600063323975,4985232056010,,,,,nan,nan,invalid
408.4710006713867,4985232064345,,,,,nan,nan,invalid
416.8030004501343,4985232072677,,,,,nan,nan,invalid
425.13600063323975,4985232081010,,,,,nan,nan,invalid
433.4680004119873,4985232089342,,,,,nan,nan,invalid
441.8010005950928,4985232097675,,,,,nan,nan,invalid
450.13300037384033,4985232106007,,,,,nan,nan,invalid
458.4640007019043,4985232114338,,,,,nan,nan,invalid
466.79699993133545,4985232122671,,,,,nan,nan,invalid
475.1290006637573,4985232131003,,,,,nan,nan,invalid
483.4620008468628,4985232139336,,,,,nan,nan,invalid
491.79600048065186,4985232147670,,,,,nan,nan,invalid
500.1290006637573,4985232156003,,,,,nan,nan,invalid
508.4630002975464,4985232164337,,,,,nan,nan,invalid
516.795000076294,4985232172669,,,,,nan,nan,invalid
525.1270008087158,4985232181001,,,,,nan,nan,invalid
533.4610004425049,4985232189335,,,,,nan,nan,invalid
541.7930002212524,4985232197667,,,,,nan,nan,invalid
550.0800008773804,4985232205954,,,,,nan,nan,invalid
558.3690004348755,4985232214243,,,,,nan,nan,invalid
566.6590003967285,4985232222533,,,,,nan,nan,invalid
574.992000579834,4985232230866,,,,,nan,nan,invalid
583.3240003585815,4985232239198,,,,,nan,nan,invalid
591.657000541687,4985232247531,,,,,nan,nan,invalid
599.9910001754761,4985232255865,,,,,nan,nan,invalid
608.3229999542236,4985232264197,,,,,nan,nan,invalid
616.657000541687,4985232272531,,,,,nan,nan,invalid
624.9900007247925,4985232280864,,,,,nan,nan,invalid
633.3229999542236,4985232289197,,,,,nan,nan,invalid
641.6560001373291,4985232297530,,,,,nan,nan,invalid
649.9910001754761,4985232305865,,,,,nan,nan,invalid
